Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.000000,0.305291,0.299773,0.301613,0.001507,3527500
1980-03-18,0.000000,0.297934,0.294256,0.296095,0.001480,285400
1980-03-19,0.000000,0.290578,0.281382,0.281382,0.001406,149500
1980-03-20,0.000000,0.290578,0.281382,0.290578,0.001452,305800
1980-03-21,0.000000,0.307130,0.292417,0.307130,0.001535,190300
1980-03-24,0.000000,0.303452,0.292417,0.292417,0.001462,183500
1980-03-25,0.000000,0.290578,0.286900,0.286900,0.001434,163100
1980-03-26,0.000000,0.294256,0.290578,0.294256,0.001471,33900
1980-03-27,0.000000,0.290578,0.274026,0.277704,0.001388,618500
1980-03-28,0.000000,0.281382,0.279543,0.281382,0.001406,47500
1980-03-31,0.000000,0.285061,0.277704,0.281382,0.001406,768000
1980-04-01,0.000000,0.279543,0.275865,0.275865,0.001379,95100
1980-04-02,0.000000,0.290578,0.279543,0.290578,0.001452,122300
1980-04-03,0.000000,0.294256,0.292417,0.294256,0.001471,203900
1980-04-07,0.000000,0.290578,0.281382,0.281382,0.001406,183500
1980-04-08,0.000000,0.279543,0.275865,0.279543,0.001397,190300
1980-04-09,0.000000,0.279543,0.275865,0.279543,0.001397,149500
1980-04-10,0.000000,0.292417,0.281382,0.292417,0.001462,421400
1980-04-11,0.000000,0.299773,0.288739,0.299773,0.001498,360200
1980-04-14,0.000000,0.303452,0.294256,0.294256,0.001471,1175800
1980-04-15,0.000000,0.290578,0.290578,0.290578,0.001452,6700
1980-04-16,0.000000,0.292417,0.288739,0.292417,0.001462,183500
1980-04-17,0.000000,0.292417,0.292417,0.292417,0.001462,20300
1980-04-18,0.000000,0.292417,0.292417,0.292417,0.001462,27100
1980-04-21,0.000000,0.292417,0.288739,0.292417,0.001462,135900
1980-04-22,0.000000,0.292417,0.283222,0.288739,0.001443,428100
1980-04-23,0.000000,0.292417,0.292417,0.292417,0.001462,448500
1980-04-24,0.000000,0.290578,0.286900,0.286900,0.001434,278600
1980-04-25,0.000000,0.290578,0.286900,0.286900,0.001434,13500
1980-04-28,0.000000,0.285061,0.281382,0.283222,0.001416,441700
1980-04-29,0.000000,0.290578,0.286900,0.290578,0.001452,54300
1980-04-30,0.000000,0.292417,0.292417,0.292417,0.001462,74700
1980-05-01,0.000000,0.292417,0.288739,0.292417,0.001462,67900
1980-05-02,0.000000,0.292417,0.288739,0.290578,0.001452,217400
1980-05-05,0.000000,0.297934,0.294256,0.297934,0.001489,367000
1980-05-06,0.000000,0.308969,0.299773,0.308969,0.001544,1243800
1980-05-07,0.000000,0.312647,0.307130,0.312647,0.001563,299000
1980-05-08,0.000000,0.314486,0.308969,0.310808,0.001553,863100
1980-05-09,0.000000,0.308969,0.299773,0.299773,0.001498,346600
1980-05-12,0.000000,0.301613,0.301613,0.301613,0.001507,27100
1980-05-13,0.000000,0.307130,0.296095,0.296095,0.001480,3228400
1980-05-14,0.000000,0.307130,0.303452,0.307130,0.001535,190300
1980-05-15,0.000000,0.307130,0.307130,0.307130,0.001535,135900
1980-05-16,0.000000,0.312647,0.303452,0.312647,0.001563,2575900
1980-05-19,0.000000,0.314486,0.308969,0.308969,0.001544,74700
1980-05-20,0.000000,0.314486,0.310808,0.310808,0.001553,54300
1980-05-21,0.000000,0.323682,0.314486,0.323682,0.001618,4587800
1980-05-22,0.000000,0.373337,0.323682,0.367820,0.001838,7360900
1980-05-23,0.000000,0.386211,0.365981,0.369659,0.001848,611700
1980-05-27,0.000000,0.367820,0.358625,0.358625,0.001792,251400
1980-05-28,0.000000,0.351268,0.338395,0.338395,0.001691,3310000
1980-05-29,0.000000,0.338395,0.336555,0.336555,0.001682,971900
1980-05-30,0.000000,0.343912,0.332877,0.342073,0.001710,686400
1980-06-02,0.000000,0.342073,0.338395,0.340234,0.001701,95100
1980-06-03,0.000000,0.343912,0.338395,0.338395,0.001691,129100
1980-06-04,0.000000,0.332877,0.332877,0.332877,0.001664,67900
1980-06-05,0.000000,0.334716,0.325521,0.327360,0.001636,645600
1980-06-06,0.000000,0.338395,0.327360,0.338395,0.001691,312600
1980-06-09,0.000000,0.338395,0.332877,0.338395,0.001691,129100
1980-06-10,0.000000,0.343912,0.338395,0.340234,0.001701,339800
1980-06-11,0.000000,0.342073,0.334716,0.338395,0.001691,203900
1980-06-12,0.000000,0.343912,0.338395,0.338395,0.001691,333000
1980-06-13,0.000000,0.340234,0.338395,0.340234,0.001701,360200
1980-06-16,0.000000,0.342073,0.332877,0.338395,0.001691,319400
1980-06-17,0.000000,0.345751,0.340234,0.345751,0.001728,638800
1980-06-18,0.000000,0.343912,0.342073,0.342073,0.001710,244600
1980-06-19,0.000000,0.349429,0.338395,0.343912,0.001719,897100
1980-06-20,0.000000,0.345751,0.343912,0.345751,0.001728,299000
1980-06-23,0.000000,0.345751,0.340234,0.343912,0.001719,1169000
1980-06-24,0.000000,0.340234,0.332877,0.336555,0.001682,285400
1980-06-25,0.000000,0.338395,0.334716,0.338395,0.001691,360200
1980-06-26,0.000000,0.338395,0.332877,0.338395,0.001691,910700
1980-06-27,0.000000,0.334716,0.332877,0.332877,0.001664,135900
1980-06-30,0.332877,0.332877,0.332877,0.332877,0.001664,0
1980-07-01,0.000000,0.336555,0.332877,0.336555,0.001682,108700
1980-07-02,0.000000,0.338395,0.334716,0.334716,0.001673,944700
1980-07-03,0.000000,0.360464,0.340234,0.360464,0.001802,2508000
1980-07-07,0.000000,0.375177,0.365981,0.367820,0.001838,346600
1980-07-08,0.000000,0.367820,0.360464,0.360464,0.001802,142700
1980-07-09,0.000000,0.367820,0.356786,0.362303,0.001811,924300
1980-07-10,0.000000,0.365981,0.354946,0.360464,0.001802,224200
1980-07-11,0.000000,0.362303,0.354946,0.354946,0.001774,373800
1980-07-14,0.000000,0.365981,0.358625,0.365981,0.001829,271800
1980-07-15,0.000000,0.375177,0.364142,0.364142,0.001820,1692400
1980-07-16,0.000000,0.386211,0.364142,0.382533,0.001912,401000
1980-07-17,0.000000,0.402763,0.386211,0.400924,0.002004,815600
1980-07-18,0.000000,0.400924,0.389889,0.393568,0.001967,1583600
1980-07-21,0.000000,0.400924,0.393568,0.400924,0.002004,1502000
1980-07-22,0.000000,0.400924,0.391728,0.391728,0.001958,1209800
1980-07-23,0.000000,0.395407,0.378855,0.386211,0.001930,992300
1980-07-24,0.000000,0.388050,0.377016,0.377016,0.001884,421400
1980-07-25,0.000000,0.382533,0.375177,0.380694,0.001903,849600
1980-07-28,0.000000,0.395407,0.382533,0.395407,0.001976,1801100
1980-07-29,0.000000,0.399085,0.395407,0.397246,0.001985,1427300
1980-07-30,0.000000,0.400924,0.395407,0.400924,0.002004,2786600
1980-07-31,0.000000,0.402763,0.391728,0.400924,0.002004,468900
1980-08-01,0.000000,0.410119,0.400924,0.406441,0.002031,1203000
1980-08-04,0.000000,0.413798,0.408280,0.413798,0.002068,808800
1980-08-05,0.000000,0.413798,0.404602,0.404602,0.002022,224200
1980-08-06,0.000000,0.402763,0.391728,0.402763,0.002013,618500
1980-08-07,0.000000,0.417476,0.406441,0.410119,0.002050,1869100
1980-08-08,0.000000,0.415637,0.408280,0.408280,0.002041,502900
1980-08-11,0.000000,0.410119,0.402763,0.406441,0.002031,373800
1980-08-12,0.000000,0.410119,0.404602,0.410119,0.002050,339800
1980-08-13,0.000000,0.406441,0.400924,0.402763,0.002013,299000
1980-08-14,0.000000,0.404602,0.391728,0.404602,0.002022,1019500
1980-08-15,0.000000,0.408280,0.402763,0.406441,0.002031,319400
1980-08-18,0.000000,0.410119,0.400924,0.406441,0.002031,217400
1980-08-19,0.000000,0.406441,0.402763,0.402763,0.002013,462100
1980-08-20,0.000000,0.410119,0.402763,0.404602,0.002022,197100
1980-08-21,0.000000,0.410119,0.406441,0.406441,0.002031,129100
1980-08-22,0.000000,0.411959,0.404602,0.406441,0.002031,373800
1980-08-25,0.000000,0.415637,0.406441,0.415637,0.002077,373800
1980-08-26,0.000000,0.415637,0.410119,0.413798,0.002068,210700
1980-08-27,0.000000,0.426671,0.415637,0.426671,0.002133,373800
1980-08-28,0.000000,0.422993,0.410119,0.413798,0.002068,142700
1980-08-29,0.000000,0.421154,0.417476,0.417476,0.002087,61100
1980-09-02,0.000000,0.426671,0.410119,0.426671,0.002133,679600
1980-09-03,0.000000,0.424832,0.417476,0.421154,0.002105,1916600
1980-09-04,0.000000,0.421154,0.413798,0.417476,0.002087,387400
1980-09-05,0.000000,0.417476,0.408280,0.408280,0.002041,258200
1980-09-08,0.000000,0.422993,0.415637,0.415637,0.002077,842800
1980-09-09,0.000000,0.413798,0.410119,0.410119,0.002050,142700
1980-09-10,0.000000,0.417476,0.411959,0.413798,0.002068,2052600
1980-09-11,0.000000,0.421154,0.417476,0.417476,0.002087,360200
1980-09-12,0.000000,0.421154,0.417476,0.421154,0.002105,434900
1980-09-15,0.000000,0.424832,0.421154,0.421154,0.002105,883500
1980-09-16,0.000000,0.430350,0.422993,0.428510,0.002142,1909900
1980-09-17,0.000000,0.428510,0.422993,0.428510,0.002142,2086600
1980-09-18,0.000000,0.428510,0.419315,0.426671,0.002133,4343100
1980-09-19,0.000000,0.426671,0.419315,0.419315,0.002096,598100
1980-09-22,0.000000,0.422993,0.419315,0.421154,0.002105,312600
