Date,Open,High,Low,Close,Adj Close,Volume
1995-10-03,18.750000,19.875000,18.500000,19.625000,13.851852,10364800
1995-10-04,19.500000,19.625000,18.750000,18.750000,13.234251,1810800
1995-10-05,19.125000,19.500000,19.000000,19.375000,13.675391,1216500
1995-10-06,19.625000,19.875000,19.375000,19.875000,14.028300,1538100
1995-10-09,19.875000,19.875000,19.375000,19.375000,13.675391,869200
1995-10-10,19.375000,19.500000,19.000000,19.250000,13.587161,840800
1995-10-11,19.375000,19.500000,19.250000,19.375000,13.675391,630400
1995-10-12,19.375000,19.500000,19.125000,19.375000,13.675391,519700
1995-10-13,19.500000,20.000000,19.500000,20.000000,14.116535,557300
1995-10-16,20.125000,20.125000,19.625000,19.750000,13.940076,188700
1995-10-17,19.750000,19.875000,19.625000,19.750000,13.940076,244600
1995-10-18,19.625000,19.750000,19.500000,19.625000,13.851852,152500
1995-10-19,19.500000,19.625000,19.500000,19.625000,13.851852,180400
1995-10-20,19.625000,19.750000,19.375000,19.500000,13.763621,298900
1995-10-23,19.250000,19.375000,19.125000,19.250000,13.587161,731100
1995-10-24,19.375000,19.375000,19.000000,19.000000,13.410705,670500
1995-10-25,19.125000,19.250000,19.000000,19.000000,13.410705,749900
1995-10-26,19.125000,19.125000,19.000000,19.000000,13.410705,810900
1995-10-27,19.000000,19.250000,19.000000,19.250000,13.587161,460500
1995-10-30,19.375000,19.375000,19.250000,19.250000,13.587161,76200
1995-10-31,20.750000,20.750000,19.875000,20.375000,14.381215,2034100
1995-11-01,20.250000,20.500000,20.000000,20.375000,14.381215,398600
1995-11-02,20.375000,20.500000,20.375000,20.500000,14.469451,221200
1995-11-03,20.500000,20.875000,20.375000,20.750000,14.645905,306800
1995-11-06,20.625000,21.250000,20.625000,20.625000,14.557679,137200
1995-11-07,20.625000,20.625000,20.375000,20.625000,14.557679,566300
1995-11-08,20.500000,20.875000,20.500000,20.750000,14.645905,264700
1995-11-09,20.625000,20.750000,20.625000,20.750000,14.645905,70700
1995-11-10,20.625000,20.625000,20.375000,20.375000,14.381215,190500
1995-11-13,20.375000,20.625000,20.375000,20.500000,14.469451,135900
1995-11-14,20.625000,20.750000,20.500000,20.625000,14.557679,206900
1995-11-15,20.500000,20.625000,20.250000,20.500000,14.469451,615500
1995-11-16,20.750000,21.000000,20.375000,20.375000,14.402293,381400
1995-11-17,20.500000,20.875000,20.375000,20.625000,14.579019,178000
1995-11-20,20.750000,21.375000,20.500000,20.500000,14.490656,377000
1995-11-21,20.625000,20.750000,20.500000,20.750000,14.667364,391400
1995-11-22,20.500000,20.875000,20.500000,20.875000,14.755730,92600
1995-11-24,20.875000,20.875000,20.750000,20.875000,14.755730,7900
1995-11-27,20.750000,21.125000,20.625000,20.750000,14.667364,455000
1995-11-28,21.000000,21.000000,20.750000,20.750000,14.667364,130200
1995-11-29,20.750000,20.875000,20.750000,20.750000,14.667364,59500
1995-11-30,20.625000,21.000000,20.625000,20.875000,14.755730,180100
1995-12-01,21.000000,21.250000,20.875000,21.250000,15.020803,94400
1995-12-04,21.250000,21.250000,21.000000,21.000000,14.844081,228600
1995-12-05,21.000000,21.125000,20.875000,21.125000,14.932442,251400
1995-12-06,21.250000,21.250000,21.000000,21.000000,14.844081,109900
1995-12-07,21.250000,21.625000,21.250000,21.375000,15.109156,171800
1995-12-08,21.125000,21.375000,21.000000,21.250000,15.020803,224000
1995-12-11,21.250000,21.750000,21.250000,21.500000,15.197513,123800
1995-12-12,21.500000,21.625000,21.250000,21.500000,15.197513,192100
1995-12-13,21.500000,21.875000,21.375000,21.625000,15.285871,81800
1995-12-14,21.875000,22.375000,21.875000,21.875000,15.462582,251200
1995-12-15,22.000000,22.500000,22.000000,22.250000,15.727667,220800
1995-12-18,22.125000,22.125000,21.875000,22.125000,15.639308,320900
1995-12-19,22.000000,23.000000,21.875000,23.000000,16.257799,361400
1995-12-20,23.250000,23.375000,22.375000,22.375000,15.816015,168300
1995-12-21,22.375000,23.000000,22.375000,22.875000,16.169449,90300
1995-12-22,23.000000,23.000000,22.625000,22.875000,16.169449,104500
1995-12-26,22.625000,23.000000,22.625000,23.000000,16.257799,109100
1995-12-27,23.000000,23.000000,22.750000,22.875000,16.169449,108400
1995-12-28,23.000000,23.000000,22.625000,22.625000,15.992730,74100
1995-12-29,22.625000,23.500000,22.625000,23.375000,16.522877,230800
1996-01-02,23.250000,23.250000,22.250000,22.875000,16.169449,237100
1996-01-03,22.750000,22.875000,22.500000,22.750000,16.081095,249500
1996-01-04,22.500000,22.500000,22.000000,22.250000,15.727667,276800
1996-01-05,22.250000,22.500000,22.250000,22.500000,15.904379,171100
1996-01-08,22.500000,22.500000,22.250000,22.375000,15.816015,62200
1996-01-09,22.500000,22.500000,22.000000,22.375000,15.816015,65300
1996-01-10,22.250000,22.625000,22.125000,22.375000,15.816015,535400
1996-01-11,22.375000,22.375000,22.000000,22.250000,15.727667,83400
1996-01-12,22.250000,22.500000,22.250000,22.375000,15.816015,60200
1996-01-15,22.500000,22.625000,22.250000,22.250000,15.727667,76800
1996-01-16,22.375000,22.625000,22.125000,22.250000,15.727667,81000
1996-01-17,22.500000,22.625000,22.250000,22.375000,15.816015,50800
1996-01-18,22.125000,22.375000,22.000000,22.000000,15.550941,972000
1996-01-19,21.875000,22.000000,21.375000,22.000000,15.550941,102800
1996-01-22,21.750000,21.750000,20.375000,20.750000,14.667364,449000
1996-01-23,21.000000,22.250000,21.000000,21.875000,15.462582,798600
1996-01-24,21.875000,22.625000,21.875000,22.500000,15.904379,269500
1996-01-25,22.750000,22.750000,22.000000,22.000000,15.550941,181200
1996-01-26,22.000000,22.000000,21.875000,21.875000,15.462582,136500
1996-01-29,21.875000,22.625000,21.875000,22.500000,15.904379,102200
1996-01-30,22.500000,22.625000,22.125000,22.375000,15.816015,315200
1996-01-31,22.125000,22.250000,21.625000,21.750000,15.374233,607200
1996-02-01,21.875000,22.000000,21.750000,22.000000,15.550941,363500
1996-02-02,22.000000,22.000000,21.875000,22.000000,15.550941,124700
1996-02-05,22.000000,22.000000,21.250000,21.250000,15.020803,206800
1996-02-06,21.125000,21.375000,20.125000,20.875000,14.755730,648100
1996-02-07,20.750000,21.125000,20.500000,20.750000,14.667364,454500
1996-02-08,21.250000,21.500000,20.750000,21.500000,15.197513,757100
1996-02-09,21.500000,22.000000,21.375000,21.875000,15.462582,531000
1996-02-12,21.875000,22.625000,21.875000,22.625000,15.992730,315400
1996-02-13,22.625000,22.625000,22.375000,22.500000,15.904379,123600
1996-02-14,22.500000,22.500000,22.125000,22.250000,15.748664,175900
1996-02-15,22.250000,22.625000,22.250000,22.500000,15.947110,143600
1996-02-16,22.500000,23.250000,22.375000,23.250000,16.478678,83500
1996-02-20,23.000000,23.000000,22.750000,22.750000,16.124300,819300
1996-02-21,23.000000,23.000000,22.625000,22.750000,16.124300,953000
1996-02-22,22.875000,23.125000,22.875000,23.125000,16.390089,600900
1996-02-23,23.250000,23.375000,23.000000,23.125000,16.390089,254900
1996-02-26,23.000000,23.000000,22.750000,23.000000,16.301495,177500
1996-02-27,23.125000,23.750000,23.125000,23.500000,16.655878,176400
1996-02-28,23.500000,24.750000,23.500000,24.500000,17.364634,599900
1996-02-29,24.500000,24.625000,24.375000,24.500000,17.364634,246500
1996-03-01,24.625000,24.625000,23.750000,23.875000,16.921658,214200
1996-03-04,23.875000,25.125000,23.875000,25.000000,17.719015,224200
1996-03-05,25.125000,25.125000,24.750000,24.875000,17.630421,32900
1996-03-06,24.750000,25.125000,24.500000,25.000000,17.719015,413900
1996-03-07,24.750000,25.000000,24.625000,24.625000,17.453224,361200
1996-03-08,24.625000,24.625000,23.375000,23.500000,16.655878,219800
1996-03-11,23.250000,23.500000,22.875000,23.000000,16.301495,264200
1996-03-12,22.750000,22.875000,22.250000,22.500000,15.947110,310900
1996-03-13,22.500000,22.500000,22.125000,22.250000,15.769927,179200
1996-03-14,22.250000,22.875000,22.250000,22.500000,15.947110,619100
1996-03-15,22.500000,22.625000,21.875000,22.000000,15.592731,156900
1996-03-18,22.125000,22.375000,21.875000,22.250000,15.769927,137400
1996-03-19,22.125000,22.375000,21.750000,22.375000,15.858522,519300
1996-03-20,22.375000,22.875000,22.375000,22.625000,16.035706,301600
1996-03-21,22.000000,22.500000,22.000000,22.250000,15.769927,268700
1996-03-22,22.750000,23.875000,22.750000,23.875000,16.921658,212600
1996-03-25,24.000000,24.250000,23.875000,24.125000,17.098856,174400
1996-03-26,24.125000,24.250000,23.875000,24.000000,17.010252,297700
1996-03-27,24.000000,24.125000,23.750000,24.000000,17.010252,195900
